user_id,registered_at,acquisition_channel,age_group,city_tier,risk_profile,initial_cash_balance,marketing_consent
6088,2024-01-03 00:00:00,paid_search,46-55,T1,balanced,48548.4,0
6089,2024-08-14 00:00:00,social,36-45,T3+,cautious,54648.06,1
6090,2024-01-01 00:00:00,paid_search,26-35,T2,balanced,9167.79,1
6091,2024-02-17 00:00:00,organic,26-35,T2,aggressive,11892.99,1
6092,2024-10-09 00:00:00,paid_search,46-55,T1,cautious,23362.83,0
6093,2024-04-28 00:00:00,paid_search,36-45,T2,balanced,8189.06,1
6094,2024-11-18 00:00:00,paid_search,26-35,T2,balanced,47961.07,1
6095,2024-06-27 00:00:00,referral,36-45,T1,balanced,5795.22,1
6096,2024-01-28 00:00:00,referral,26-35,T1,cautious,44915.5,1
6097,2024-12-15 00:00:00,referral,18-25,T1,cautious,7365.4,1
6098,2024-03-10 00:00:00,organic,18-25,T2,balanced,6593.15,0
6099,2024-07-22 00:00:00,paid_search,26-35,T3+,balanced,12833.15,0
6100,2024-08-13 00:00:00,bank_partner,36-45,T2,aggressive,25241.02,1
6101,2024-05-30 00:00:00,organic,36-45,T2,aggressive,22530.05,1
6102,2024-12-25 00:00:00,paid_search,18-25,T1,balanced,7902.29,0
6103,2024-05-17 00:00:00,referral,36-45,T2,cautious,4455.86,1
6104,2024-04-28 00:00:00,bank_partner,26-35,T1,cautious,23026.66,0
6105,2024-04-25 00:00:00,referral,56+,T2,aggressive,33103.82,1
6106,2024-07-12 00:00:00,bank_partner,36-45,T3+,balanced,9112.61,1
6107,2024-12-12 00:00:00,organic,36-45,T2,cautious,2000.55,0
6108,2024-03-06 00:00:00,organic,26-35,T3+,cautious,1920.17,1
6109,2024-12-09 00:00:00,paid_search,26-35,T2,balanced,51567.7,1
6110,2024-02-06 00:00:00,social,46-55,T2,cautious,11820.12,1
6111,2024-04-12 00:00:00,social,26-35,T2,aggressive,3562.79,1
6112,2024-10-25 00:00:00,organic,26-35,T1,cautious,10345.93,1
6113,2024-04-25 00:00:00,paid_search,46-55,T3+,aggressive,12536.85,1
6114,2024-04-11 00:00:00,social,18-25,T3+,balanced,13815.91,1
6115,2024-06-01 00:00:00,paid_search,36-45,T1,balanced,6749.53,1
6116,2024-06-30 00:00:00,paid_search,26-35,T1,cautious,3218.77,0
6117,2024-01-10 00:00:00,paid_search,46-55,T3+,cautious,16939.72,1
6118,2024-09-25 00:00:00,social,46-55,T1,cautious,16001.99,1
6119,2024-09-14 00:00:00,paid_search,36-45,T1,cautious,54121.64,0
6120,2024-02-14 00:00:00,social,26-35,T2,cautious,3144.3,0
6121,2024-01-20 00:00:00,paid_search,36-45,T2,aggressive,24787.75,1
6122,2024-02-19 00:00:00,referral,26-35,T1,cautious,28556.82,0
6123,2024-10-05 00:00:00,organic,56+,T1,balanced,8608.63,1
6124,2024-03-12 00:00:00,social,18-25,T3+,cautious,8669.59,0
6125,2024-11-23 00:00:00,paid_search,26-35,T2,aggressive,15255.29,1
6126,2024-05-08 00:00:00,bank_partner,56+,T3+,cautious,34787.11,1
6127,2024-06-17 00:00:00,social,36-45,T3+,cautious,52535.93,1
6128,2024-12-27 00:00:00,paid_search,56+,T1,aggressive,4706.66,0
6129,2024-08-31 00:00:00,social,26-35,T2,balanced,7385.21,1
6130,2024-10-09 00:00:00,paid_search,26-35,T2,balanced,7260.43,1
6131,2024-01-21 00:00:00,bank_partner,36-45,T2,cautious,4902.06,1
6132,2024-09-08 00:00:00,social,36-45,T1,balanced,9827.01,0
6133,2024-12-24 00:00:00,social,26-35,T2,cautious,8250.23,1
6134,2024-04-19 00:00:00,social,36-45,T2,aggressive,2691.52,1
6135,2024-12-01 00:00:00,organic,36-45,T3+,balanced,63911.57,1
6136,2024-06-14 00:00:00,organic,26-35,T1,aggressive,3454.52,1
6137,2024-10-02 00:00:00,organic,26-35,T1,balanced,10237.61,1
6138,2024-02-19 00:00:00,paid_search,36-45,T3+,balanced,4622.42,1
6139,2024-02-01 00:00:00,paid_search,46-55,T2,balanced,17575.34,1
6140,2024-12-11 00:00:00,social,36-45,T2,cautious,2147.5,1
6141,2024-07-05 00:00:00,organic,26-35,T3+,cautious,5571.48,1
6142,2024-05-21 00:00:00,organic,26-35,T1,aggressive,1567.02,1
6143,2024-11-09 00:00:00,referral,26-35,T2,balanced,2851.67,1
6144,2024-05-06 00:00:00,paid_search,36-45,T3+,cautious,13067.36,1
6145,2024-01-30 00:00:00,bank_partner,36-45,T2,cautious,5360.81,0
6146,2024-10-03 00:00:00,bank_partner,36-45,T2,balanced,28507.26,1
6147,2024-11-15 00:00:00,paid_search,36-45,T2,balanced,19165.51,1
6148,2024-02-09 00:00:00,bank_partner,26-35,T3+,balanced,5045.29,1
6149,2024-11-16 00:00:00,bank_partner,26-35,T2,balanced,25667.15,1
6150,2024-06-21 00:00:00,paid_search,26-35,T2,balanced,42821.96,1
6151,2024-10-23 00:00:00,organic,26-35,T2,balanced,5815.56,1
6152,2024-07-02 00:00:00,bank_partner,36-45,T1,balanced,1309.94,1
6153,2024-07-08 00:00:00,social,36-45,T2,balanced,8369.77,0
6154,2024-03-25 00:00:00,organic,26-35,T1,balanced,9790.91,1
6155,2024-03-09 00:00:00,social,36-45,T3+,balanced,6205.6,1
6156,2024-08-26 00:00:00,referral,46-55,T2,balanced,8266.29,1
6157,2024-12-21 00:00:00,social,36-45,T1,balanced,7996.13,1
6158,2024-10-01 00:00:00,organic,46-55,T2,cautious,20353.92,0
6159,2024-10-16 00:00:00,paid_search,46-55,T3+,cautious,18629.29,0
6160,2024-10-13 00:00:00,referral,46-55,T3+,cautious,4819.45,1
6161,2024-05-09 00:00:00,social,26-35,T1,aggressive,7633.66,1
6162,2024-09-19 00:00:00,organic,36-45,T2,balanced,50811.66,1
6163,2024-10-30 00:00:00,referral,26-35,T2,balanced,25256.53,1
6164,2024-11-17 00:00:00,bank_partner,36-45,T3+,balanced,8751.09,1
6165,2024-09-21 00:00:00,social,26-35,T3+,aggressive,12609.77,1
6166,2024-02-04 00:00:00,organic,26-35,T2,cautious,1982.71,1
6167,2024-02-13 00:00:00,bank_partner,26-35,T3+,cautious,4151.35,1
6168,2024-01-27 00:00:00,social,26-35,T1,aggressive,40620.01,0
6169,2024-07-11 00:00:00,bank_partner,26-35,T2,cautious,1153.92,0
6170,2024-01-01 00:00:00,paid_search,26-35,T3+,aggressive,16830.2,1
6171,2024-04-18 00:00:00,bank_partner,36-45,T1,balanced,28996.73,1
6172,2024-02-04 00:00:00,organic,26-35,T1,balanced,20578.09,1
6173,2024-06-28 00:00:00,paid_search,26-35,T1,aggressive,55750.3,1
6174,2024-12-27 00:00:00,paid_search,18-25,T3+,aggressive,15285.91,1
6175,2024-04-16 00:00:00,paid_search,36-45,T2,balanced,6797.2,0
6176,2024-09-13 00:00:00,social,36-45,T2,balanced,35608.87,0
6177,2024-11-21 00:00:00,social,26-35,T1,balanced,4167.55,1
6178,2024-06-03 00:00:00,referral,36-45,T2,cautious,24675.29,0
6179,2024-01-03 00:00:00,social,18-25,T1,aggressive,19336.26,1
6180,2024-01-08 00:00:00,organic,46-55,T2,aggressive,25194.94,1
6181,2024-08-22 00:00:00,bank_partner,26-35,T1,cautious,3747.47,1
6182,2024-08-04 00:00:00,organic,26-35,T2,cautious,12594.45,0
6183,2024-11-29 00:00:00,referral,18-25,T1,aggressive,10495.68,0
6184,2024-01-30 00:00:00,referral,26-35,T2,balanced,4103.17,1
6185,2024-06-30 00:00:00,social,56+,T3+,cautious,21583.44,1
6186,2024-05-07 00:00:00,organic,36-45,T3+,cautious,5391.72,1
6187,2024-10-25 00:00:00,referral,46-55,T2,aggressive,22180.35,0
6188,2024-05-12 00:00:00,organic,46-55,T3+,cautious,5454.09,1
6189,2024-10-04 00:00:00,organic,36-45,T1,balanced,5175.15,0
6190,2024-07-15 00:00:00,social,36-45,T2,balanced,2053.84,1
6191,2024-12-11 00:00:00,organic,26-35,T3+,balanced,3369.28,1
6192,2024-07-20 00:00:00,paid_search,46-55,T1,balanced,51229.72,1
6193,2024-05-29 00:00:00,organic,36-45,T3+,balanced,4810.79,0
6194,2024-11-06 00:00:00,organic,26-35,T3+,aggressive,24262.25,1
6195,2024-10-18 00:00:00,paid_search,46-55,T3+,cautious,21397.16,1
6196,2024-11-06 00:00:00,referral,26-35,T1,cautious,3599.34,1
6197,2024-02-13 00:00:00,paid_search,26-35,T2,cautious,15011.24,1
6198,2024-01-13 00:00:00,organic,26-35,T1,cautious,731.9,0
6199,2024-08-16 00:00:00,organic,36-45,T3+,balanced,951.68,1
6200,2024-03-03 00:00:00,referral,18-25,T3+,balanced,15685.67,1
6201,2024-11-03 00:00:00,paid_search,36-45,T3+,cautious,2182.56,1
6202,2024-04-25 00:00:00,referral,26-35,T3+,balanced,21319.47,1
6203,2024-03-29 00:00:00,social,26-35,T1,balanced,2136.95,0
6204,2024-12-21 00:00:00,paid_search,46-55,T1,aggressive,16725.95,0
6205,2024-04-13 00:00:00,organic,26-35,T2,cautious,5881.39,1
6206,2024-06-04 00:00:00,bank_partner,26-35,T3+,balanced,52830.25,1
6207,2024-11-28 00:00:00,social,36-45,T3+,balanced,866.15,1
6208,2024-03-02 00:00:00,paid_search,26-35,T2,balanced,10853.76,1
6209,2024-05-23 00:00:00,organic,18-25,T2,aggressive,10822.94,1
6210,2024-06-27 00:00:00,referral,26-35,T2,balanced,5609.21,1
6211,2024-10-01 00:00:00,organic,26-35,T1,cautious,9608.41,1
6212,2024-07-22 00:00:00,social,18-25,T2,balanced,4019.05,1
6213,2024-05-14 00:00:00,organic,26-35,T2,cautious,24350.85,0
6214,2024-11-15 00:00:00,organic,46-55,T1,balanced,4890.55,1
6215,2024-03-06 00:00:00,organic,36-45,T1,balanced,15621.53,1
6216,2024-11-16 00:00:00,organic,26-35,T2,balanced,1419.31,1
6217,2024-12-27 00:00:00,paid_search,26-35,T1,aggressive,1432.24,1
6218,2024-08-10 00:00:00,bank_partner,26-35,T3+,cautious,13799.35,1
6219,2024-02-27 00:00:00,organic,36-45,T1,aggressive,17741.08,1
6220,2024-03-23 00:00:00,social,26-35,T2,cautious,1047.82,1
6221,2024-10-16 00:00:00,social,46-55,T2,cautious,21573.82,0
6222,2024-04-02 00:00:00,paid_search,36-45,T2,cautious,2258.94,0
6223,2024-10-14 00:00:00,paid_search,26-35,T2,balanced,3874.66,0
6224,2024-02-12 00:00:00,social,26-35,T2,balanced,23809.28,1
6225,2024-12-31 00:00:00,organic,26-35,T2,balanced,13570.46,1
6226,2024-12-13 00:00:00,referral,36-45,T2,balanced,13481.18,1
6227,2024-04-12 00:00:00,paid_search,36-45,T2,balanced,12624.13,0
6228,2024-01-16 00:00:00,social,46-55,T3+,cautious,1156.32,1
6229,2024-03-13 00:00:00,social,26-35,T2,aggressive,11012.34,0
6230,2024-06-06 00:00:00,social,26-35,T3+,balanced,9114.28,0
6231,2024-11-01 00:00:00,social,26-35,T2,aggressive,4768.51,1
6232,2024-03-20 00:00:00,social,26-35,T3+,balanced,500.0,1
6233,2024-03-10 00:00:00,organic,36-45,T3+,cautious,18388.61,1
6234,2024-05-13 00:00:00,paid_search,46-55,T2,cautious,4483.79,1
6235,2024-02-16 00:00:00,organic,36-45,T1,aggressive,1873.9,1
6236,2024-09-18 00:00:00,paid_search,36-45,T1,cautious,4410.58,1
6237,2024-10-17 00:00:00,organic,26-35,T3+,balanced,1769.86,1
6238,2024-03-26 00:00:00,referral,26-35,T2,aggressive,38521.79,0
6239,2024-05-03 00:00:00,bank_partner,18-25,T3+,balanced,13507.2,0
6240,2024-12-25 00:00:00,referral,26-35,T2,balanced,2406.7,1
6241,2024-08-02 00:00:00,organic,46-55,T3+,balanced,15476.99,0
6242,2024-07-21 00:00:00,paid_search,36-45,T2,balanced,22988.38,0
6243,2024-03-09 00:00:00,social,46-55,T1,balanced,74010.73,1
6244,2024-04-11 00:00:00,paid_search,26-35,T3+,balanced,3230.41,1
6245,2024-07-30 00:00:00,organic,36-45,T2,balanced,36845.93,0
6246,2024-08-25 00:00:00,social,56+,T1,aggressive,64140.85,0
6247,2024-09-19 00:00:00,paid_search,36-45,T3+,aggressive,2949.57,1
6248,2024-12-03 00:00:00,organic,36-45,T3+,balanced,5989.44,0
6249,2024-05-18 00:00:00,organic,26-35,T2,aggressive,2945.19,1
6250,2024-04-27 00:00:00,referral,36-45,T2,balanced,13552.83,1
6251,2024-02-11 00:00:00,organic,18-25,T1,cautious,1159.58,1
6252,2024-09-28 00:00:00,referral,26-35,T3+,cautious,1370.64,1
6253,2024-06-13 00:00:00,organic,26-35,T3+,aggressive,8148.01,1
6254,2024-12-08 00:00:00,organic,36-45,T1,balanced,13543.47,1
6255,2024-11-03 00:00:00,bank_partner,26-35,T3+,cautious,16307.45,1
6256,2024-03-10 00:00:00,paid_search,46-55,T1,cautious,10328.22,1
6257,2024-10-06 00:00:00,referral,18-25,T2,cautious,9970.67,1
6258,2024-01-12 00:00:00,social,36-45,T2,cautious,4624.68,1
6259,2024-10-29 00:00:00,social,46-55,T1,cautious,14684.31,0
6260,2024-06-07 00:00:00,organic,36-45,T2,balanced,5486.1,1
6261,2024-12-16 00:00:00,referral,36-45,T2,balanced,8179.79,1
6262,2024-06-15 00:00:00,social,46-55,T1,balanced,17345.93,0
6263,2024-07-06 00:00:00,social,18-25,T3+,cautious,4164.92,0
6264,2024-01-28 00:00:00,paid_search,46-55,T2,aggressive,14430.73,1
6265,2024-08-11 00:00:00,social,26-35,T1,aggressive,18464.51,1
6266,2024-02-01 00:00:00,paid_search,46-55,T1,aggressive,26159.66,1
6267,2024-09-28 00:00:00,organic,56+,T1,aggressive,29104.42,0
6268,2024-02-01 00:00:00,paid_search,36-45,T2,balanced,6456.86,1
6269,2024-05-15 00:00:00,organic,36-45,T1,aggressive,27662.37,1
6270,2024-01-27 00:00:00,paid_search,36-45,T2,cautious,6979.69,1
6271,2024-11-14 00:00:00,organic,26-35,T1,aggressive,66746.46,1
6272,2024-01-11 00:00:00,organic,26-35,T1,balanced,2899.06,1
6273,2024-06-09 00:00:00,paid_search,46-55,T3+,balanced,12412.13,1
6274,2024-04-19 00:00:00,referral,18-25,T1,balanced,4642.55,1
6275,2024-08-27 00:00:00,organic,36-45,T1,cautious,8498.29,1
6276,2024-02-10 00:00:00,paid_search,36-45,T1,balanced,15174.86,0
6277,2024-03-30 00:00:00,bank_partner,36-45,T1,cautious,3819.88,1
6278,2024-06-28 00:00:00,organic,26-35,T3+,balanced,6218.2,1
6279,2024-03-19 00:00:00,organic,36-45,T2,balanced,2543.12,1
6280,2024-07-29 00:00:00,organic,26-35,T3+,balanced,2958.77,1
6281,2024-11-24 00:00:00,paid_search,18-25,T2,balanced,1875.23,1
6282,2024-06-21 00:00:00,paid_search,36-45,T2,cautious,9221.14,1
6283,2024-12-26 00:00:00,bank_partner,36-45,T1,aggressive,3311.87,0
6284,2024-07-09 00:00:00,social,26-35,T1,cautious,6764.42,0
6285,2024-04-03 00:00:00,organic,36-45,T1,aggressive,9764.08,0
6286,2024-07-23 00:00:00,social,26-35,T2,aggressive,108848.68,1
6287,2024-04-12 00:00:00,organic,36-45,T2,aggressive,18093.2,0
6288,2024-04-10 00:00:00,social,26-35,T2,cautious,12392.53,1
6289,2024-08-22 00:00:00,paid_search,18-25,T1,balanced,897.19,1
6290,2024-03-18 00:00:00,organic,18-25,T3+,balanced,1085.27,1
6291,2024-04-06 00:00:00,referral,46-55,T2,aggressive,1660.87,1
6292,2024-01-10 00:00:00,referral,18-25,T2,cautious,27151.63,1
6293,2024-05-06 00:00:00,organic,26-35,T2,balanced,10151.25,1
6294,2024-10-30 00:00:00,organic,46-55,T2,balanced,15009.64,1
6295,2024-01-29 00:00:00,referral,36-45,T3+,cautious,14740.54,1
6296,2024-10-05 00:00:00,organic,18-25,T3+,balanced,25066.61,1
6297,2024-04-11 00:00:00,bank_partner,36-45,T3+,balanced,10064.59,1
6298,2024-05-04 00:00:00,organic,46-55,T2,cautious,83647.69,0
6299,2024-11-24 00:00:00,referral,18-25,T3+,balanced,24345.76,1
6300,2024-10-31 00:00:00,organic,36-45,T1,aggressive,10877.52,1
6301,2024-04-30 00:00:00,organic,26-35,T2,balanced,1124.28,1
6302,2024-09-20 00:00:00,paid_search,46-55,T2,cautious,3362.48,1
6303,2024-08-17 00:00:00,social,26-35,T1,balanced,9319.08,0
6304,2024-10-15 00:00:00,social,36-45,T1,cautious,5341.8,1
6305,2024-08-30 00:00:00,organic,26-35,T2,aggressive,19648.28,0
6306,2024-08-31 00:00:00,social,26-35,T1,cautious,2740.12,1
6307,2024-09-03 00:00:00,referral,26-35,T2,cautious,29937.25,1
6308,2024-06-08 00:00:00,paid_search,26-35,T3+,cautious,21115.36,1
6309,2024-01-27 00:00:00,organic,46-55,T2,balanced,7816.57,1
6310,2024-12-01 00:00:00,organic,26-35,T1,cautious,10840.22,0
6311,2024-07-05 00:00:00,paid_search,36-45,T1,cautious,6598.15,0
6312,2024-04-08 00:00:00,social,18-25,T2,aggressive,1342.1,1
6313,2024-12-21 00:00:00,referral,18-25,T1,balanced,500.0,1
6314,2024-03-19 00:00:00,social,36-45,T3+,balanced,13045.79,0
6315,2024-08-02 00:00:00,paid_search,36-45,T1,balanced,1878.59,1
6316,2024-06-07 00:00:00,referral,18-25,T2,cautious,4965.71,0
6317,2024-11-06 00:00:00,referral,36-45,T1,cautious,4225.62,1
6318,2024-08-14 00:00:00,organic,18-25,T1,balanced,500.0,1
6319,2024-03-09 00:00:00,paid_search,26-35,T1,balanced,12367.3,1
6320,2024-04-20 00:00:00,organic,26-35,T3+,aggressive,1275.33,0
6321,2024-07-26 00:00:00,social,18-25,T2,cautious,4378.78,1
6322,2024-10-09 00:00:00,social,36-45,T3+,balanced,5810.18,1
6323,2024-10-30 00:00:00,organic,46-55,T2,cautious,16969.45,0
6324,2024-06-05 00:00:00,bank_partner,56+,T1,balanced,5976.37,1
6325,2024-03-23 00:00:00,bank_partner,26-35,T3+,cautious,18435.17,1
6326,2024-11-02 00:00:00,paid_search,46-55,T1,balanced,19063.89,0
6327,2024-11-30 00:00:00,social,46-55,T3+,cautious,10736.58,1
6328,2024-02-13 00:00:00,organic,56+,T1,balanced,11441.07,1
6329,2024-06-02 00:00:00,social,36-45,T2,balanced,19702.59,1
6330,2024-06-11 00:00:00,social,18-25,T1,balanced,500.0,0
6331,2024-07-09 00:00:00,bank_partner,46-55,T1,aggressive,72777.37,1
6332,2024-04-20 00:00:00,social,56+,T3+,balanced,17515.91,1
6333,2024-12-08 00:00:00,organic,26-35,T3+,cautious,14271.22,1
6334,2024-12-25 00:00:00,social,26-35,T2,cautious,24330.39,1
6335,2024-05-28 00:00:00,paid_search,26-35,T3+,cautious,26028.01,1
6336,2024-03-02 00:00:00,referral,26-35,T3+,balanced,2562.79,1
6337,2024-02-06 00:00:00,referral,18-25,T2,cautious,8006.29,1
6338,2024-10-02 00:00:00,organic,26-35,T3+,balanced,20488.1,1
6339,2024-12-09 00:00:00,organic,46-55,T2,balanced,4272.55,1
6340,2024-03-24 00:00:00,organic,18-25,T3+,cautious,5309.42,1
6341,2024-08-28 00:00:00,social,26-35,T2,cautious,48866.38,1
6342,2024-01-27 00:00:00,organic,26-35,T3+,balanced,2704.35,0
6343,2024-11-11 00:00:00,paid_search,18-25,T1,balanced,3392.31,1
6344,2024-12-04 00:00:00,paid_search,26-35,T3+,cautious,37535.64,1
6345,2024-11-13 00:00:00,social,26-35,T1,cautious,2625.73,1
6346,2024-11-21 00:00:00,paid_search,36-45,T1,balanced,1036.33,1
6347,2024-11-24 00:00:00,organic,26-35,T1,aggressive,12686.02,1
6348,2024-02-09 00:00:00,organic,18-25,T3+,balanced,2377.86,1
6349,2024-09-08 00:00:00,referral,26-35,T2,cautious,18073.01,1
6350,2024-10-11 00:00:00,social,36-45,T2,balanced,16934.98,1
6351,2024-05-04 00:00:00,bank_partner,46-55,T2,aggressive,38968.54,1
6352,2024-02-10 00:00:00,social,26-35,T2,cautious,60269.09,1
6353,2024-08-19 00:00:00,referral,56+,T3+,aggressive,4688.59,1
6354,2024-10-30 00:00:00,paid_search,36-45,T2,balanced,3666.88,1
6355,2024-07-12 00:00:00,organic,18-25,T2,balanced,5417.18,0
6356,2024-12-30 00:00:00,referral,26-35,T1,balanced,2986.74,1
6357,2024-01-15 00:00:00,paid_search,46-55,T3+,cautious,3920.32,0
6358,2024-06-24 00:00:00,organic,26-35,T1,balanced,12398.94,0
6359,2024-06-22 00:00:00,referral,18-25,T3+,balanced,3736.56,1
6360,2024-08-07 00:00:00,organic,26-35,T1,cautious,7798.17,1
6361,2024-08-30 00:00:00,paid_search,56+,T1,aggressive,35758.36,1
6362,2024-04-04 00:00:00,paid_search,26-35,T2,balanced,3532.62,1
6363,2024-08-29 00:00:00,social,26-35,T3+,balanced,8280.61,1
6364,2024-02-19 00:00:00,bank_partner,46-55,T1,cautious,52370.21,1
6365,2024-10-31 00:00:00,bank_partner,36-45,T1,balanced,18871.45,1
6366,2024-05-20 00:00:00,social,36-45,T2,balanced,1250.37,1
6367,2024-12-31 00:00:00,organic,36-45,T3+,balanced,23396.06,0
6368,2024-08-26 00:00:00,social,26-35,T2,cautious,16705.65,1
6369,2024-07-31 00:00:00,social,26-35,T1,cautious,25197.34,1
6370,2024-11-22 00:00:00,organic,18-25,T2,cautious,9006.49,0
6371,2024-01-13 00:00:00,paid_search,46-55,T2,cautious,37252.59,1
6372,2024-06-19 00:00:00,referral,26-35,T2,aggressive,5186.61,1
6373,2024-01-06 00:00:00,referral,36-45,T3+,balanced,7410.9,1
6374,2024-03-17 00:00:00,organic,26-35,T3+,balanced,7337.24,1
6375,2024-07-17 00:00:00,social,56+,T2,cautious,5264.46,1
6376,2024-11-19 00:00:00,organic,18-25,T3+,aggressive,2328.64,0
6377,2024-12-04 00:00:00,referral,46-55,T3+,balanced,24125.44,0
6378,2024-07-24 00:00:00,bank_partner,56+,T2,aggressive,10884.28,1
6379,2024-12-14 00:00:00,paid_search,36-45,T3+,cautious,17524.34,0
6380,2024-08-27 00:00:00,organic,26-35,T3+,aggressive,9601.45,1
6381,2024-01-09 00:00:00,organic,26-35,T3+,balanced,20632.94,1
6382,2024-10-28 00:00:00,organic,26-35,T1,cautious,4010.9,1
6383,2024-07-15 00:00:00,social,26-35,T2,cautious,11443.82,1
6384,2024-04-15 00:00:00,paid_search,26-35,T1,balanced,3842.42,1
6385,2024-04-04 00:00:00,bank_partner,46-55,T3+,cautious,8755.94,1
6386,2024-04-19 00:00:00,paid_search,36-45,T2,balanced,5948.63,1
6387,2024-12-24 00:00:00,bank_partner,56+,T3+,aggressive,4912.14,1
6388,2024-07-17 00:00:00,paid_search,26-35,T1,cautious,21531.08,1
6389,2024-07-22 00:00:00,bank_partner,36-45,T1,balanced,2761.47,1
6390,2024-06-19 00:00:00,organic,26-35,T1,cautious,4970.98,0
6391,2024-01-04 00:00:00,referral,26-35,T2,balanced,11039.11,0
6392,2024-11-03 00:00:00,organic,46-55,T1,balanced,35018.69,1
6393,2024-06-22 00:00:00,organic,46-55,T2,cautious,6579.61,1
6394,2024-07-20 00:00:00,organic,26-35,T3+,balanced,3993.49,1
6395,2024-09-26 00:00:00,organic,46-55,T2,balanced,3465.5,1
6396,2024-10-21 00:00:00,paid_search,46-55,T1,cautious,19567.88,1
6397,2024-01-18 00:00:00,referral,26-35,T3+,balanced,4455.9,1
6398,2024-01-13 00:00:00,referral,26-35,T2,balanced,9018.89,0
6399,2024-09-05 00:00:00,bank_partner,36-45,T3+,balanced,2804.86,1
6400,2024-05-11 00:00:00,social,26-35,T1,balanced,8910.69,1
6401,2024-11-25 00:00:00,paid_search,36-45,T1,cautious,21533.38,1
6402,2024-12-16 00:00:00,organic,18-25,T3+,balanced,2544.53,0
6403,2024-02-14 00:00:00,referral,36-45,T1,aggressive,21716.99,1
6404,2024-06-12 00:00:00,paid_search,56+,T2,balanced,30071.0,1
6405,2024-02-21 00:00:00,referral,26-35,T1,aggressive,17828.48,1
6406,2024-07-20 00:00:00,referral,36-45,T1,aggressive,45049.08,1
6407,2024-07-07 00:00:00,organic,26-35,T3+,balanced,10644.19,1
6408,2024-03-17 00:00:00,organic,26-35,T3+,balanced,30410.33,1
6409,2024-04-11 00:00:00,organic,26-35,T2,balanced,60666.48,1
6410,2024-07-30 00:00:00,social,36-45,T2,cautious,20825.49,1
6411,2024-01-18 00:00:00,bank_partner,18-25,T3+,balanced,10995.28,1
6412,2024-06-22 00:00:00,organic,46-55,T1,cautious,217794.95,0
6413,2024-03-05 00:00:00,organic,26-35,T1,cautious,2369.62,1
6414,2024-06-30 00:00:00,organic,36-45,T3+,balanced,3368.74,1
6415,2024-02-13 00:00:00,organic,56+,T3+,cautious,18833.68,1
6416,2024-09-19 00:00:00,paid_search,26-35,T1,balanced,7633.44,0
6417,2024-10-07 00:00:00,referral,46-55,T2,balanced,2251.66,1
6418,2024-09-26 00:00:00,paid_search,46-55,T2,cautious,28530.95,1
6419,2024-10-04 00:00:00,social,18-25,T3+,balanced,1462.28,1
6420,2024-08-14 00:00:00,referral,18-25,T2,cautious,1265.54,0
6421,2024-01-16 00:00:00,organic,18-25,T1,aggressive,33498.62,1
6422,2024-04-09 00:00:00,organic,18-25,T2,aggressive,1044.37,1
6423,2024-10-25 00:00:00,referral,36-45,T3+,aggressive,2667.16,1
6424,2024-11-24 00:00:00,social,56+,T3+,balanced,36309.43,1
6425,2024-08-28 00:00:00,organic,46-55,T1,aggressive,1414.16,1
6426,2024-05-11 00:00:00,organic,18-25,T1,cautious,4842.47,1
6427,2024-04-05 00:00:00,organic,36-45,T2,aggressive,32235.03,0
6428,2024-07-08 00:00:00,organic,18-25,T1,balanced,12327.18,1
6429,2024-02-03 00:00:00,paid_search,26-35,T3+,aggressive,1364.4,0
6430,2024-08-22 00:00:00,paid_search,26-35,T2,cautious,6294.72,0
6431,2024-02-02 00:00:00,paid_search,18-25,T2,balanced,3568.94,1
6432,2024-11-27 00:00:00,organic,46-55,T2,balanced,10331.66,0
6433,2024-04-02 00:00:00,organic,18-25,T2,cautious,2617.31,0
6434,2024-02-25 00:00:00,paid_search,18-25,T3+,cautious,6091.73,1
6435,2024-06-22 00:00:00,organic,26-35,T2,aggressive,5633.34,0
6436,2024-07-02 00:00:00,paid_search,46-55,T3+,aggressive,5742.57,1
6437,2024-09-01 00:00:00,organic,36-45,T2,cautious,1084.58,1
6438,2024-10-12 00:00:00,organic,36-45,T3+,balanced,7011.67,0
6439,2024-12-07 00:00:00,organic,36-45,T3+,cautious,56570.32,0
6440,2024-11-21 00:00:00,paid_search,36-45,T2,cautious,9101.98,0
6441,2024-06-26 00:00:00,organic,26-35,T3+,cautious,26240.06,1
6442,2024-10-03 00:00:00,organic,46-55,T2,balanced,29835.08,1
6443,2024-02-26 00:00:00,organic,26-35,T1,aggressive,15420.71,1
6444,2024-08-25 00:00:00,bank_partner,56+,T1,balanced,51694.06,0
6445,2024-12-25 00:00:00,organic,36-45,T1,balanced,30218.07,1
6446,2024-12-13 00:00:00,organic,56+,T2,cautious,27113.91,1
6447,2024-12-21 00:00:00,social,56+,T3+,balanced,4079.66,1
6448,2024-02-29 00:00:00,bank_partner,46-55,T2,aggressive,27539.36,1
6449,2024-12-08 00:00:00,social,36-45,T1,cautious,16025.28,1
6450,2024-08-11 00:00:00,bank_partner,36-45,T3+,aggressive,8686.66,1
6451,2024-10-18 00:00:00,organic,36-45,T2,balanced,7657.21,1
6452,2024-12-27 00:00:00,social,26-35,T3+,cautious,5219.54,1
6453,2024-07-03 00:00:00,paid_search,18-25,T2,cautious,4024.45,1
6454,2024-06-24 00:00:00,paid_search,26-35,T3+,cautious,9982.26,1
