user_id,acquisition_channel,risk_profile,city_tier,initial_cash_balance,visits_lifetime,visits_90d,content_views,buys_lifetime,buys_90d,aum,days_since_last_visit,churned_next_90d
6949,social,aggressive,T1,1655.94,4,1,1,0,0,0.0,30,1
6955,paid_search,cautious,T2,12851.31,3,1,0,0,0,0.0,27,1
6956,organic,balanced,T3+,7755.26,5,2,3,0,0,0.0,30,0
6959,bank_partner,aggressive,T2,5555.76,3,1,1,0,0,0.0,39,0
6960,bank_partner,balanced,T3+,2015.28,0,0,0,0,0,0.0,214,1
6961,organic,aggressive,T2,3984.28,2,1,1,0,0,0.0,71,0
6962,social,aggressive,T3+,13265.37,3,0,0,0,0,0.0,139,1
6963,social,cautious,T2,2474.63,6,6,5,2,2,722.86,32,0
6964,paid_search,balanced,T1,4352.05,0,0,0,0,0,0.0,169,1
6965,organic,balanced,T1,2491.61,4,2,1,0,0,0.0,49,1
6966,organic,aggressive,T3+,41887.62,8,0,5,0,0,0.0,132,1
6968,referral,balanced,T2,3927.08,2,2,1,0,0,0.0,5,1
6969,organic,cautious,T2,18409.76,8,5,3,2,1,6334.57,5,0
6970,social,aggressive,T2,11834.0,4,4,1,0,0,0.0,7,0
6971,organic,cautious,T2,9353.59,1,0,0,0,0,0.0,109,0
6972,organic,balanced,T2,24253.57,4,2,3,0,0,0.0,69,1
6973,social,balanced,T3+,714.96,2,0,1,0,0,0.0,129,1
6974,bank_partner,aggressive,T1,15917.46,8,0,2,0,0,0.0,241,1
6975,paid_search,cautious,T2,11319.93,1,0,0,0,0,0.0,220,1
6976,social,cautious,T2,7191.83,10,1,5,3,0,3874.7,83,1
6977,paid_search,balanced,T3+,8339.17,3,0,1,0,0,0.0,206,1
6978,paid_search,aggressive,T3+,6392.48,4,0,1,0,0,0.0,183,1
6979,bank_partner,aggressive,T1,10975.06,6,3,1,0,0,0.0,54,0
6980,paid_search,cautious,T3+,1837.33,2,0,0,0,0,0.0,97,1
6981,organic,cautious,T1,20183.34,1,1,0,0,0,0.0,61,0
6982,paid_search,balanced,T2,9277.21,1,0,0,1,0,1000.19,134,0
6983,organic,aggressive,T2,10152.62,9,0,4,3,0,5169.65,113,1
6986,social,aggressive,T3+,500.0,1,0,0,0,0,0.0,294,1
6988,organic,balanced,T3+,3261.67,2,0,0,0,0,0.0,97,0
6989,social,cautious,T1,11361.89,2,0,1,0,0,0.0,133,1
6990,social,cautious,T2,7685.7,2,1,0,0,0,0.0,43,1
6991,social,aggressive,T1,4540.6,4,3,2,0,0,0.0,57,1
6992,social,balanced,T2,123916.15,6,2,1,0,0,0.0,6,1
6994,organic,balanced,T3+,5504.14,0,0,0,0,0,0.0,171,1
6995,bank_partner,aggressive,T3+,3428.83,7,0,4,0,0,0.0,132,0
6997,referral,balanced,T1,4619.24,1,0,0,0,0,0.0,115,0
6998,social,balanced,T2,9140.35,0,0,0,0,0,0.0,293,1
6999,social,balanced,T2,49603.63,6,1,3,1,0,11016.25,13,1
7000,paid_search,balanced,T3+,4482.4,4,2,0,0,0,0.0,12,1
7003,bank_partner,aggressive,T2,8628.75,3,0,3,0,0,0.0,111,1
7004,referral,aggressive,T1,5405.58,3,2,2,0,0,0.0,68,1
7006,paid_search,balanced,T2,9816.58,2,0,1,0,0,0.0,243,1
7008,organic,balanced,T2,13233.88,3,0,2,1,0,4423.61,200,0
7009,referral,balanced,T1,27384.67,2,0,1,0,0,0.0,133,0
7010,organic,cautious,T1,248943.98,1,0,1,0,0,0.0,125,0
7011,paid_search,cautious,T3+,3465.59,2,0,0,0,0,0.0,121,1
7012,referral,cautious,T3+,1785.02,0,0,0,0,0,0.0,211,1
7014,paid_search,cautious,T3+,3202.21,2,0,1,0,0,0.0,265,1
7017,social,balanced,T2,10249.65,1,0,0,0,0,0.0,127,1
7018,social,balanced,T1,813.49,2,1,1,0,0,0.0,73,0
7019,referral,cautious,T2,26398.9,3,0,0,0,0,0.0,212,1
7020,paid_search,balanced,T3+,42373.14,6,1,1,0,0,0.0,69,0
7021,referral,balanced,T3+,20966.97,6,4,0,2,0,10599.06,50,0
7022,bank_partner,cautious,T1,12145.76,5,2,4,0,0,0.0,12,0
7023,paid_search,cautious,T3+,21534.65,2,0,2,0,0,0.0,92,1
7025,organic,balanced,T2,20076.98,7,7,4,0,0,0.0,14,0
7026,bank_partner,balanced,T1,2158.53,1,0,1,0,0,0.0,310,1
7027,organic,cautious,T1,4518.61,5,1,1,0,0,0.0,24,1
7028,paid_search,cautious,T2,3087.45,2,0,0,0,0,0.0,177,1
7029,social,cautious,T3+,2149.46,4,1,1,0,0,0.0,6,1
7030,organic,cautious,T1,9663.33,3,0,0,0,0,0.0,174,1
7031,organic,cautious,T3+,12685.06,4,1,1,0,0,0.0,11,1
7033,referral,cautious,T2,23872.69,3,0,1,0,0,0.0,144,1
7036,social,aggressive,T3+,1432.07,0,0,0,0,0,0.0,124,0
7038,social,cautious,T1,20674.37,2,1,0,0,0,0.0,9,1
7040,organic,cautious,T3+,15252.23,5,0,3,0,0,0.0,248,1
7041,organic,balanced,T1,63844.52,3,0,2,0,0,0.0,136,1
7042,social,cautious,T3+,5160.05,1,0,0,0,0,0.0,191,1
7044,paid_search,cautious,T2,3606.93,3,1,0,0,0,0.0,3,1
7046,referral,balanced,T2,17976.63,3,1,2,0,0,0.0,59,1
7048,social,cautious,T2,2642.31,1,0,1,0,0,0.0,212,1
7049,organic,cautious,T2,5408.44,4,0,3,0,0,0.0,156,1
7050,paid_search,balanced,T2,26118.77,0,0,0,0,0,0.0,162,1
7052,organic,cautious,T3+,13650.22,2,0,0,0,0,0.0,125,1
7053,organic,balanced,T3+,10333.18,2,0,1,0,0,0.0,203,1
7054,paid_search,cautious,T3+,3060.92,1,0,0,0,0,0.0,262,0
7055,bank_partner,cautious,T3+,9282.21,9,1,5,2,0,4325.639999999999,77,0
7058,bank_partner,balanced,T3+,8954.76,6,0,2,1,0,1004.1,124,1
7059,paid_search,balanced,T2,5868.49,3,0,1,0,0,0.0,223,1
7060,social,cautious,T2,5931.23,3,1,2,0,0,0.0,77,1
7062,paid_search,aggressive,T1,20698.83,3,2,0,0,0,0.0,45,1
7065,organic,balanced,T3+,9240.55,11,2,6,2,0,4455.549999999999,46,1
7066,social,balanced,T3+,5167.12,4,2,2,0,0,0.0,5,1
7067,social,cautious,T3+,14552.53,4,4,2,0,0,0.0,12,1
7068,referral,balanced,T2,4586.53,1,0,0,0,0,0.0,99,1
7069,referral,cautious,T1,6184.58,4,0,2,0,0,0.0,106,0
7070,organic,balanced,T1,18436.71,2,0,1,0,0,0.0,159,1
7071,referral,cautious,T2,2067.73,3,0,2,0,0,0.0,177,1
7072,organic,aggressive,T2,18498.99,3,0,2,0,0,0.0,242,1
7073,paid_search,aggressive,T3+,9847.26,1,0,0,0,0,0.0,132,1
7075,organic,balanced,T3+,7619.57,2,0,1,0,0,0.0,125,1
7077,paid_search,balanced,T1,24674.01,0,0,0,0,0,0.0,121,0
7078,organic,balanced,T3+,2791.18,6,1,3,2,0,420.72,77,1
7080,bank_partner,balanced,T2,1317.76,0,0,0,0,0,0.0,235,1
7081,organic,balanced,T3+,13226.87,4,1,2,3,1,8426.33,23,0
7082,referral,cautious,T2,3024.19,1,0,0,0,0,0.0,258,1
7085,organic,aggressive,T1,15530.48,4,2,2,0,0,0.0,21,0
7086,paid_search,cautious,T1,7698.91,2,2,1,0,0,0.0,68,0
7087,social,aggressive,T2,27093.54,0,0,0,0,0,0.0,169,0
7088,organic,aggressive,T1,6633.11,0,0,0,0,0,0.0,222,1
7089,organic,cautious,T2,1572.11,8,1,1,0,0,0.0,24,1
7090,organic,aggressive,T3+,97932.4,3,0,1,0,0,0.0,230,1
7091,paid_search,aggressive,T1,79666.97,4,1,3,1,0,17074.24,4,1
7092,organic,aggressive,T3+,2160.18,6,0,3,0,0,0.0,257,0
7094,paid_search,balanced,T1,8498.14,5,0,3,2,0,3731.71,180,0
7096,organic,cautious,T3+,13981.18,4,1,0,0,0,0.0,48,1
7097,organic,balanced,T1,6123.96,6,1,4,0,0,0.0,89,1
7098,social,aggressive,T1,29892.76,1,0,0,0,0,0.0,294,1
7099,organic,cautious,T2,2678.08,0,0,0,0,0,0.0,141,1
7100,organic,cautious,T1,2241.14,5,0,2,0,0,0.0,162,1
7101,referral,cautious,T1,5625.92,5,0,2,0,0,0.0,316,1
7104,social,balanced,T2,8842.95,4,0,1,0,0,0.0,254,0
7105,organic,cautious,T3+,11378.9,5,0,1,0,0,0.0,195,0
7106,bank_partner,cautious,T1,8593.85,10,2,5,1,0,852.93,9,0
7107,social,balanced,T3+,1087.32,1,0,1,0,0,0.0,176,1
7108,organic,balanced,T3+,8747.79,2,1,0,0,0,0.0,67,1
7109,organic,balanced,T1,9109.3,2,0,1,0,0,0.0,170,1
7110,organic,cautious,T2,6861.82,5,1,0,0,0,0.0,75,1
7111,social,balanced,T3+,25461.58,4,3,0,0,0,0.0,9,1
7112,social,cautious,T2,7389.12,2,0,0,0,0,0.0,210,1
7114,bank_partner,balanced,T2,1210.2,5,0,2,0,0,0.0,248,1
7118,organic,balanced,T2,8882.12,1,0,1,0,0,0.0,311,1
7119,organic,balanced,T1,26372.41,1,0,0,0,0,0.0,151,1
7120,referral,balanced,T1,12553.7,0,0,0,0,0,0.0,137,1
7122,bank_partner,cautious,T1,3847.92,6,2,2,2,0,1678.38,14,0
7124,paid_search,balanced,T2,40615.14,6,2,2,0,0,0.0,49,1
7125,organic,balanced,T2,14524.04,1,0,0,0,0,0.0,299,1
7126,paid_search,cautious,T3+,1394.22,2,2,0,0,0,0.0,25,1
7127,paid_search,cautious,T2,10321.42,2,0,1,0,0,0.0,166,1
7128,referral,balanced,T1,12332.43,2,0,0,0,0,0.0,120,0
7130,referral,aggressive,T1,8993.14,7,0,3,2,0,2790.21,176,1
7131,referral,cautious,T2,16846.71,6,0,4,0,0,0.0,165,0
7132,organic,balanced,T2,35310.04,5,0,0,0,0,0.0,124,1
7134,bank_partner,balanced,T3+,20774.9,3,0,0,0,0,0.0,231,1
7135,organic,balanced,T3+,24323.86,2,0,0,0,0,0.0,309,1
7136,referral,balanced,T2,2372.86,6,1,5,3,1,698.21,87,0
7137,social,balanced,T1,175018.06,2,0,1,0,0,0.0,167,0
7138,organic,cautious,T2,2360.22,1,0,0,0,0,0.0,280,1
7139,organic,aggressive,T3+,5752.18,2,1,1,0,0,0.0,72,1
7140,bank_partner,balanced,T2,6853.36,1,0,1,0,0,0.0,95,1
7141,organic,balanced,T3+,8875.59,6,2,1,0,0,0.0,38,1
7142,social,cautious,T2,10693.25,2,0,1,0,0,0.0,99,1
7145,bank_partner,cautious,T1,8040.89,3,3,1,0,0,0.0,5,0
7146,social,balanced,T1,1719.87,6,3,3,0,0,0.0,17,1
7147,social,balanced,T1,7045.06,1,0,0,0,0,0.0,308,1
7148,referral,balanced,T2,5191.72,11,8,6,2,1,2913.85,18,1
7149,organic,balanced,T3+,43198.12,1,0,0,0,0,0.0,113,0
7150,referral,cautious,T3+,3289.83,1,1,1,0,0,0.0,85,0
7153,social,cautious,T3+,11723.1,1,0,0,0,0,0.0,138,1
7154,paid_search,balanced,T2,2536.51,5,4,1,0,0,0.0,41,1
7155,social,aggressive,T2,87036.82,7,1,4,3,1,41949.52,86,0
7156,paid_search,aggressive,T2,1129.29,2,1,0,0,0,0.0,77,1
7157,organic,cautious,T3+,11958.73,1,1,1,0,0,0.0,36,1
7158,bank_partner,balanced,T2,1809.66,3,0,0,0,0,0.0,191,1
7159,social,cautious,T2,7363.54,4,4,3,0,0,0.0,7,1
7160,social,aggressive,T2,1772.13,2,1,1,0,0,0.0,87,1
7161,organic,cautious,T3+,3447.17,8,0,4,2,0,1666.08,207,1
7162,bank_partner,balanced,T1,5001.27,2,0,0,0,0,0.0,289,1
7167,referral,balanced,T3+,6987.66,3,0,0,0,0,0.0,251,1
7169,bank_partner,balanced,T1,20991.04,3,0,2,1,0,7418.19,164,1
7171,paid_search,aggressive,T2,23091.17,6,0,3,0,0,0.0,288,1
7173,bank_partner,balanced,T3+,3004.48,1,0,1,0,0,0.0,196,1
7174,organic,cautious,T1,6031.06,10,0,4,4,1,2647.49,112,0
7175,social,aggressive,T2,22156.99,4,0,1,0,0,0.0,254,0
7177,organic,aggressive,T1,17798.01,7,2,2,0,0,0.0,5,0
7178,referral,balanced,T3+,3064.2,5,1,2,0,0,0.0,31,1
7179,paid_search,balanced,T2,16251.03,0,0,0,0,0,0.0,316,1
7180,paid_search,balanced,T3+,26394.21,6,0,2,3,0,15650.25,222,1
7181,bank_partner,balanced,T2,7942.63,1,0,0,0,0,0.0,145,0
7182,bank_partner,cautious,T2,17967.73,4,0,0,0,0,0.0,132,1
7183,social,balanced,T3+,2849.54,3,1,1,0,0,0.0,52,1
7185,social,aggressive,T1,7363.54,3,2,0,0,0,0.0,6,0
7186,social,cautious,T2,82086.07,3,0,3,0,0,0.0,92,1
7187,referral,cautious,T1,4782.45,3,1,2,0,0,0.0,85,0
7188,paid_search,balanced,T2,61476.73,3,0,1,0,0,0.0,321,1
7189,organic,balanced,T2,9097.74,3,2,1,0,0,0.0,32,0
7190,paid_search,aggressive,T2,1355.5,9,2,0,0,0,0.0,27,1
7191,referral,cautious,T3+,1637.29,2,1,0,0,0,0.0,65,1
7192,bank_partner,balanced,T2,21446.88,5,0,0,0,0,0.0,91,1
7193,paid_search,cautious,T1,32380.63,10,1,6,2,0,13693.26,55,1
7194,bank_partner,balanced,T3+,21173.61,3,0,2,0,0,0.0,130,1
7196,paid_search,balanced,T1,41443.08,3,0,0,0,0,0.0,114,0
7200,referral,balanced,T1,10877.2,1,0,0,0,0,0.0,320,1
7201,bank_partner,balanced,T3+,8866.58,2,1,0,0,0,0.0,24,1
7202,social,aggressive,T3+,25445.9,11,0,7,3,0,14142.679999999998,94,1
7203,organic,cautious,T3+,25354.73,6,1,2,0,0,0.0,73,1
7204,paid_search,aggressive,T1,7644.38,5,1,2,4,0,2857.98,69,1
7205,bank_partner,aggressive,T3+,993.48,3,1,1,0,0,0.0,78,1
7207,referral,cautious,T2,5641.17,1,1,0,0,0,0.0,13,1
7209,organic,cautious,T1,5017.79,2,1,1,0,0,0.0,87,1
7210,paid_search,balanced,T3+,12823.04,5,1,4,0,0,0.0,76,1
7211,paid_search,cautious,T2,1129.95,0,0,0,0,0,0.0,276,1
7212,paid_search,balanced,T1,9460.22,5,4,2,0,0,0.0,10,0
7213,paid_search,cautious,T3+,23506.35,2,0,1,0,0,0.0,206,1
7215,paid_search,balanced,T2,7834.91,2,0,1,0,0,0.0,110,0
7216,organic,cautious,T3+,13502.7,3,0,2,0,0,0.0,229,1
7217,paid_search,balanced,T3+,5193.49,2,0,0,0,0,0.0,246,1
7220,organic,aggressive,T2,5085.58,1,0,0,0,0,0.0,111,1
7222,social,balanced,T3+,2772.29,5,5,2,0,0,0.0,43,1
7224,organic,cautious,T2,13876.15,3,0,1,0,0,0.0,304,1
7225,organic,balanced,T2,8824.42,0,0,0,0,0,0.0,256,1
7226,organic,balanced,T3+,2211.91,7,6,3,2,2,693.23,5,0
7227,social,balanced,T2,6886.64,1,1,0,0,0,0.0,80,1
7228,organic,aggressive,T2,5742.61,1,0,0,0,0,0.0,179,1
7230,organic,balanced,T2,2548.96,4,0,2,0,0,0.0,127,1
7232,organic,aggressive,T2,57660.72,15,5,5,3,1,21482.14,37,1
7234,referral,balanced,T3+,5233.97,3,0,1,0,0,0.0,148,1
7235,referral,cautious,T1,2250.72,1,0,0,0,0,0.0,220,1
7236,paid_search,aggressive,T1,1807.53,5,0,2,0,0,0.0,206,1
7237,referral,balanced,T2,31911.42,5,4,1,2,2,15700.71,34,0
7238,bank_partner,aggressive,T3+,14651.31,8,1,3,2,0,4674.28,90,1
7239,bank_partner,cautious,T2,9842.17,1,1,1,0,0,0.0,83,0
7240,referral,balanced,T3+,23219.29,3,3,0,0,0,0.0,42,0
7241,bank_partner,cautious,T3+,4186.77,1,1,0,0,0,0.0,14,1
7242,bank_partner,aggressive,T1,3232.8,4,0,2,0,0,0.0,251,1
7243,organic,aggressive,T1,13238.65,2,0,0,0,0,0.0,120,1
7244,organic,aggressive,T3+,7632.32,6,3,2,3,2,3421.63,9,0
7245,social,balanced,T3+,10240.02,3,3,0,0,0,0.0,17,1
7246,paid_search,balanced,T2,1922.63,4,1,1,0,0,0.0,48,0
7247,organic,balanced,T1,17909.59,2,1,2,0,0,0.0,59,0
7249,paid_search,balanced,T3+,3626.84,4,1,1,0,0,0.0,4,1
7250,social,cautious,T3+,2385.28,3,1,2,0,0,0.0,69,1
7254,organic,balanced,T2,6284.9,2,0,2,0,0,0.0,311,0
7255,bank_partner,cautious,T3+,1856.89,1,0,0,0,0,0.0,266,1
7256,bank_partner,balanced,T2,74026.79,3,0,0,0,0,0.0,149,1
7257,organic,balanced,T2,7777.8,1,0,0,0,0,0.0,165,1
7258,social,balanced,T2,73855.87,4,2,2,0,0,0.0,67,1
7259,organic,balanced,T3+,15068.46,0,0,0,0,0,0.0,236,1
7260,bank_partner,balanced,T2,1379.64,6,2,1,0,0,0.0,72,0
7261,referral,cautious,T1,21354.31,3,2,1,0,0,0.0,32,1
7262,organic,cautious,T1,33534.76,4,2,1,0,0,0.0,67,0
7263,social,cautious,T3+,1879.1,3,0,2,0,0,0.0,130,1
7264,referral,cautious,T3+,2824.09,3,1,2,0,0,0.0,61,1
7265,paid_search,cautious,T2,14245.7,5,0,1,0,0,0.0,101,1
7266,referral,cautious,T1,4308.79,3,0,2,0,0,0.0,129,1
7267,organic,balanced,T3+,1971.66,8,0,3,0,0,0.0,183,1
7268,referral,cautious,T2,40664.27,7,4,4,2,1,18452.530000000002,57,0
7269,organic,balanced,T2,28412.69,5,0,2,1,0,2494.19,264,1
7270,bank_partner,cautious,T3+,4913.54,3,0,1,0,0,0.0,125,1
7271,social,cautious,T1,3849.57,4,1,2,0,0,0.0,18,1
7272,paid_search,cautious,T1,17446.37,0,0,0,0,0,0.0,230,1
7275,bank_partner,balanced,T3+,11910.44,3,0,2,0,0,0.0,166,1
7276,paid_search,aggressive,T1,3699.07,2,2,0,0,0,0.0,29,1
7278,paid_search,balanced,T2,13575.59,4,1,1,0,0,0.0,67,0
7279,referral,balanced,T2,1165.71,0,0,0,0,0,0.0,133,1
7280,paid_search,balanced,T1,10960.22,1,0,0,0,0,0.0,91,1
7282,organic,cautious,T3+,3245.72,12,0,5,2,0,1125.5,92,0
7284,organic,cautious,T2,5203.94,2,0,1,0,0,0.0,202,1
7289,social,balanced,T2,1323.53,0,0,0,0,0,0.0,131,1
7291,referral,cautious,T2,10631.15,0,0,0,0,0,0.0,146,1
7292,social,balanced,T3+,27239.47,3,3,1,0,0,0.0,56,1
7294,referral,aggressive,T1,54297.49,6,0,3,3,0,26270.38,230,1
7295,paid_search,aggressive,T1,50567.18,3,0,0,0,0,0.0,93,1
7296,paid_search,cautious,T2,23403.04,2,1,2,0,0,0.0,89,1
7297,referral,balanced,T2,3001.23,1,0,1,0,0,0.0,295,1
7298,social,balanced,T1,5271.77,7,6,3,1,0,1827.18,14,0
7299,referral,cautious,T3+,12263.91,2,1,0,0,0,0.0,32,1
7301,organic,balanced,T3+,1222.71,9,2,5,0,0,0.0,42,1
7303,paid_search,balanced,T2,9301.03,1,1,0,0,0,0.0,84,1
7304,organic,aggressive,T1,17944.33,7,2,4,2,0,8883.93,78,1
7307,social,balanced,T1,14629.21,2,2,0,0,0,0.0,5,0
7308,referral,balanced,T3+,8068.86,7,1,4,0,0,0.0,39,1
7309,paid_search,balanced,T2,19602.8,1,0,1,0,0,0.0,95,1
7310,social,balanced,T3+,4058.39,4,0,2,0,0,0.0,261,1
7312,paid_search,balanced,T2,8483.8,1,0,0,0,0,0.0,191,1
7313,organic,balanced,T1,4672.12,4,1,1,0,0,0.0,6,1
7314,bank_partner,aggressive,T3+,4000.98,0,0,0,0,0,0.0,310,0
7316,paid_search,balanced,T1,1223.61,1,0,0,0,0,0.0,282,1
7317,referral,aggressive,T1,126429.2,2,0,0,0,0,0.0,148,1
7318,paid_search,cautious,T2,6016.06,3,0,2,0,0,0.0,170,1
7319,paid_search,aggressive,T2,3416.31,0,0,0,0,0,0.0,144,0
7321,paid_search,cautious,T1,4630.12,4,0,0,0,0,0.0,255,1
7323,social,balanced,T3+,2857.06,3,0,3,0,0,0.0,165,1
7324,social,cautious,T1,4964.59,5,2,1,2,0,883.98,39,0
7325,paid_search,balanced,T2,18056.82,10,0,2,1,0,5592.29,102,0
7326,organic,balanced,T1,12719.13,1,0,0,0,0,0.0,166,1
7327,paid_search,balanced,T2,48403.99,1,0,0,0,0,0.0,118,0
7329,organic,balanced,T1,1778.36,0,0,0,0,0,0.0,122,0
7331,referral,aggressive,T3+,30996.93,6,0,3,0,0,0.0,135,0
7332,referral,cautious,T2,2409.86,2,0,0,0,0,0.0,99,1
7333,organic,cautious,T1,12520.32,1,1,1,0,0,0.0,79,0
7335,organic,aggressive,T2,5102.81,3,0,2,0,0,0.0,274,1
7339,bank_partner,cautious,T2,3135.3,3,0,2,0,0,0.0,287,1
7340,paid_search,cautious,T1,14871.16,1,0,0,0,0,0.0,169,1
7342,social,balanced,T3+,22197.21,2,0,1,0,0,0.0,112,1
7343,referral,cautious,T3+,4111.39,1,0,1,0,0,0.0,94,1
7344,paid_search,aggressive,T2,5961.63,5,0,3,0,0,0.0,151,1
7347,organic,balanced,T3+,1584.9,4,1,2,0,0,0.0,63,1
7348,referral,balanced,T3+,1141.62,2,0,1,0,0,0.0,290,1
7349,social,cautious,T2,5842.07,2,0,0,0,0,0.0,343,0
7350,organic,aggressive,T2,19856.33,10,2,6,4,0,6306.48,21,0
7351,organic,aggressive,T3+,94639.89,2,0,0,0,0,0.0,198,1
7352,referral,balanced,T1,2282.59,8,1,2,2,0,761.61,10,0
7353,referral,balanced,T2,134456.4,1,0,1,0,0,0.0,240,1
7354,social,cautious,T2,1764.49,9,0,5,0,0,0.0,157,1
7355,social,cautious,T3+,17179.52,1,0,0,0,0,0.0,276,1
7356,organic,cautious,T1,11775.43,1,1,0,0,0,0.0,69,1
7357,organic,balanced,T2,4726.61,1,1,0,0,0,0.0,77,1
7358,paid_search,balanced,T3+,12499.5,2,0,0,0,0,0.0,97,1
7359,organic,cautious,T1,5423.07,8,0,6,3,0,4073.6000000000004,264,0
7360,referral,aggressive,T1,9474.43,5,0,1,0,0,0.0,190,0
7363,referral,aggressive,T2,1150.74,5,1,1,0,0,0.0,66,1
7364,organic,aggressive,T1,9815.27,1,0,1,0,0,0.0,94,1
7365,paid_search,balanced,T2,96159.74,5,0,3,1,0,42323.3,131,0
7367,organic,aggressive,T2,835.79,5,2,0,0,0,0.0,17,1
7368,paid_search,balanced,T3+,15257.45,3,3,0,0,0,0.0,29,1
7369,paid_search,balanced,T2,3423.51,3,1,1,0,0,0.0,84,1
7370,paid_search,cautious,T3+,5047.47,10,0,3,2,0,2292.11,273,0
7371,referral,balanced,T1,3297.92,4,1,1,0,0,0.0,7,1
7373,organic,aggressive,T3+,4923.46,2,0,1,2,0,2410.26,234,1
7374,organic,balanced,T1,6581.48,1,0,1,0,0,0.0,151,0
7375,social,balanced,T3+,1905.86,3,0,1,0,0,0.0,215,0
7376,organic,cautious,T3+,22000.37,1,1,0,0,0,0.0,6,0
7377,bank_partner,aggressive,T1,4200.96,1,0,0,0,0,0.0,131,1
7378,paid_search,aggressive,T1,13747.0,1,0,0,0,0,0.0,325,1
7380,bank_partner,balanced,T1,5116.1,8,4,4,1,0,848.51,13,0
7382,social,balanced,T3+,22890.52,7,1,4,0,0,0.0,63,1
7384,paid_search,cautious,T2,5361.64,5,0,2,0,0,0.0,165,1
7385,bank_partner,aggressive,T2,3809.71,7,1,4,0,0,0.0,87,1
7386,organic,cautious,T2,15237.4,0,0,0,0,0,0.0,192,1
7387,organic,balanced,T3+,10782.8,6,1,3,2,0,3633.57,50,1
7388,referral,balanced,T2,70903.23,2,0,0,0,0,0.0,95,1
7390,organic,balanced,T3+,8423.41,2,0,0,0,0,0.0,149,0
7391,social,cautious,T1,1622.34,1,0,0,0,0,0.0,132,1
7392,paid_search,balanced,T2,18843.58,4,0,1,0,0,0.0,252,1
7393,paid_search,balanced,T2,6460.16,4,2,2,0,0,0.0,38,1
7394,organic,balanced,T1,12148.71,6,0,4,5,1,12041.32,192,0
7395,organic,aggressive,T1,76029.59,1,0,0,0,0,0.0,104,1
7396,paid_search,balanced,T3+,91759.89,0,0,0,0,0,0.0,251,1
7397,paid_search,balanced,T1,11185.15,6,0,2,4,2,4635.84,122,1
7398,organic,balanced,T3+,45703.88,2,0,0,0,0,0.0,196,1
7399,social,balanced,T2,2244.4,1,0,0,0,0,0.0,148,1
7400,social,balanced,T2,10493.07,2,2,0,0,0,0.0,77,1
7401,referral,balanced,T2,4180.93,5,0,1,3,0,1337.68,224,1
7403,paid_search,cautious,T1,9949.85,2,0,1,0,0,0.0,114,0
7405,organic,cautious,T2,4900.72,1,1,1,0,0,0.0,83,1
7407,referral,balanced,T1,10505.78,3,1,1,0,0,0.0,47,0
7408,organic,balanced,T1,11109.13,3,0,1,0,0,0.0,91,1
7409,social,balanced,T1,14236.64,0,0,0,0,0,0.0,248,1
7410,paid_search,cautious,T2,23574.32,2,0,0,0,0,0.0,168,1
7411,organic,aggressive,T3+,4725.28,2,0,1,0,0,0.0,203,1
7413,organic,balanced,T3+,6640.16,4,1,2,0,0,0.0,79,1
7414,referral,balanced,T1,3417.52,3,0,1,0,0,0.0,119,1
7415,paid_search,aggressive,T1,12849.13,9,0,4,3,2,5490.22,94,0
7416,social,balanced,T1,12759.55,2,0,0,0,0,0.0,197,1
7418,bank_partner,balanced,T1,19704.65,0,0,0,0,0,0.0,184,1
7419,organic,cautious,T3+,9770.01,0,0,0,0,0,0.0,113,1
7420,referral,cautious,T3+,4422.0,4,3,2,0,0,0.0,55,0
7422,paid_search,cautious,T3+,3793.84,1,0,1,0,0,0.0,146,1
7423,social,balanced,T2,34645.32,3,3,1,0,0,0.0,60,0
7424,organic,balanced,T2,12985.97,3,1,1,0,0,0.0,19,1
7425,referral,cautious,T1,11062.97,11,0,5,0,0,0.0,106,1
7426,organic,cautious,T2,35781.69,3,1,1,0,0,0.0,76,1
7427,referral,balanced,T3+,7283.12,1,0,0,0,0,0.0,172,1
7428,paid_search,balanced,T2,2056.16,2,0,0,0,0,0.0,93,1
7429,organic,aggressive,T2,10734.32,4,0,2,0,0,0.0,206,1
7431,social,balanced,T1,6367.75,1,0,0,0,0,0.0,333,1
7432,organic,balanced,T3+,54711.38,2,0,1,0,0,0.0,258,1
7433,referral,aggressive,T2,8972.45,3,0,1,0,0,0.0,131,1
7434,bank_partner,balanced,T3+,1639.91,3,0,0,0,0,0.0,344,1
7435,organic,cautious,T2,1761.32,3,1,0,0,0,0.0,27,1
7437,referral,aggressive,T2,8303.84,6,3,2,0,0,0.0,78,1
7438,paid_search,balanced,T1,15069.9,2,0,0,0,0,0.0,104,1
7439,paid_search,balanced,T3+,43068.27,1,1,1,0,0,0.0,41,1
7442,paid_search,cautious,T1,11372.86,3,0,0,0,0,0.0,163,1
7443,organic,cautious,T1,15644.44,2,0,0,0,0,0.0,125,0
7446,organic,aggressive,T1,4023.99,4,4,1,0,0,0.0,37,0
7447,bank_partner,balanced,T3+,31454.82,3,0,1,0,0,0.0,259,1
7450,organic,aggressive,T3+,2944.79,7,0,4,3,0,663.54,145,1
7451,paid_search,balanced,T1,16749.23,1,1,0,0,0,0.0,77,0
7452,referral,balanced,T2,10213.14,4,4,2,0,0,0.0,3,0
7453,organic,cautious,T3+,6148.32,0,0,0,0,0,0.0,97,1
7454,social,cautious,T3+,4532.44,1,0,1,0,0,0.0,304,1
